Date,Handle,Total Posts,Favorites,Retweets
11/1/2016,Alwafa_Party,29,150,18
11/2/2016,Alwafa_Party,33,39,13
11/3/2016,Alwafa_Party,45,71,12
11/4/2016,Alwafa_Party,49,50,14
11/5/2016,Alwafa_Party,26,172,33
11/6/2016,Alwafa_Party,28,47,18
11/7/2016,Alwafa_Party,20,33,18
11/8/2016,Alwafa_Party,26,31,18
11/9/2016,Alwafa_Party,19,58,31
11/10/2016,Alwafa_Party,24,39,7
11/11/2016,Alwafa_Party,31,79,40
11/12/2016,Alwafa_Party,14,35,15
11/13/2016,Alwafa_Party,20,60,43
11/14/2016,Alwafa_Party,19,60,68
11/15/2016,Alwafa_Party,25,173,98
11/16/2016,Alwafa_Party,14,36,21
11/17/2016,Alwafa_Party,10,31,16
11/18/2016,Alwafa_Party,22,81,70
11/19/2016,Alwafa_Party,19,128,108
11/20/2016,Alwafa_Party,6,3,9
11/21/2016,Alwafa_Party,11,23,20
11/22/2016,Alwafa_Party,17,51,16
11/23/2016,Alwafa_Party,22,44,23
11/24/2016,Alwafa_Party,16,29,22
11/25/2016,Alwafa_Party,28,40,6
11/26/2016,Alwafa_Party,11,15,11
11/27/2016,Alwafa_Party,8,24,15
11/28/2016,Alwafa_Party,13,17,12
11/29/2016,Alwafa_Party,42,39,20
11/30/2016,Alwafa_Party,18,19,16
12/1/2016,Alwafa_Party,20,21,10
12/2/2016,Alwafa_Party,47,63,51
12/3/2016,Alwafa_Party,26,92,22
12/4/2016,Alwafa_Party,40,145,33
12/5/2016,Alwafa_Party,30,94,22
12/6/2016,Alwafa_Party,41,59,31
12/7/2016,Alwafa_Party,19,28,13
12/8/2016,Alwafa_Party,33,71,19
12/9/2016,Alwafa_Party,35,77,34
12/10/2016,Alwafa_Party,28,82,20
12/11/2016,Alwafa_Party,26,75,28
12/12/2016,Alwafa_Party,22,42,18
12/13/2016,Alwafa_Party,43,92,43
12/14/2016,Alwafa_Party,76,141,29
12/15/2016,Alwafa_Party,38,103,18
12/16/2016,Alwafa_Party,55,104,23
12/17/2016,Alwafa_Party,62,74,46
12/18/2016,Alwafa_Party,37,78,24
12/19/2016,Alwafa_Party,14,45,27
12/20/2016,Alwafa_Party,21,35,21
12/21/2016,Alwafa_Party,69,335,155
12/22/2016,Alwafa_Party,46,83,15
12/23/2016,Alwafa_Party,35,75,34
12/24/2016,Alwafa_Party,21,53,20
12/25/2016,Alwafa_Party,9,30,16
12/26/2016,Alwafa_Party,21,68,20
12/27/2016,Alwafa_Party,20,63,35
12/28/2016,Alwafa_Party,26,56,35
12/29/2016,Alwafa_Party,26,44,2
12/30/2016,Alwafa_Party,40,87,17
12/31/2016,Alwafa_Party,34,55,14
1/1/2017,Alwafa_Party,52,168,57
1/2/2017,Alwafa_Party,40,141,69
1/3/2017,Alwafa_Party,61,170,63
1/4/2017,Alwafa_Party,38,111,53
1/5/2017,Alwafa_Party,50,165,96
1/6/2017,Alwafa_Party,40,92,34
1/7/2017,Alwafa_Party,46,90,69
1/8/2017,Alwafa_Party,24,50,45
1/9/2017,Alwafa_Party,19,83,68
1/10/2017,Alwafa_Party,23,43,22
1/11/2017,Alwafa_Party,27,51,27
1/12/2017,Alwafa_Party,40,51,23
1/13/2017,Alwafa_Party,56,77,19
1/14/2017,Alwafa_Party,134,659,238
1/15/2017,Alwafa_Party,179,1480,816
1/16/2017,Alwafa_Party,112,490,339
1/17/2017,Alwafa_Party,84,324,228
1/18/2017,Alwafa_Party,87,501,258
1/19/2017,Alwafa_Party,62,201,106
1/20/2017,Alwafa_Party,122,393,202
1/21/2017,Alwafa_Party,69,257,221
1/22/2017,Alwafa_Party,52,184,121
1/23/2017,Alwafa_Party,51,299,168
1/24/2017,Alwafa_Party,30,104,54
1/25/2017,Alwafa_Party,37,101,54
1/26/2017,Alwafa_Party,109,590,328
1/27/2017,Alwafa_Party,62,243,115
1/28/2017,Alwafa_Party,47,216,92
1/29/2017,Alwafa_Party,118,844,414
1/30/2017,Alwafa_Party,69,320,231
1/31/2017,Alwafa_Party,25,83,51
2/1/2017,Alwafa_Party,12,39,13
2/2/2017,Alwafa_Party,15,37,24
2/3/2017,Alwafa_Party,57,133,53
2/4/2017,Alwafa_Party,23,93,53
2/5/2017,Alwafa_Party,30,58,18
