Date,Handle,Total Posts,Favorites,Retweets
2017-08-29,AJArabic,46,4647,8660
2017-08-30,AJArabic,46,5501,9563
2017-08-31,AJArabic,47,6028,11079
2017-09-01,AJArabic,45,6368,11632
2017-09-02,AJArabic,42,7337,13106
2017-09-03,AJArabic,40,4192,9595
2017-09-04,AJArabic,40,5479,10222
2017-09-05,AJArabic,50,9545,16430
2017-09-06,AJArabic,50,5821,11228
2017-09-07,AJArabic,46,9047,14768
2017-09-08,AJArabic,46,5348,11031
2017-09-09,AJArabic,50,6959,14155
2017-09-10,AJArabic,49,8201,15739
2017-09-11,AJArabic,50,7878,15112
2017-09-12,AJArabic,51,6315,13091
2017-09-13,AJArabic,55,8538,16405
2017-09-14,AJArabic,52,8781,16831
2017-09-15,AJArabic,48,5185,12226
2017-09-16,AJArabic,49,5099,11781
2017-09-17,AJArabic,44,5654,11509
2017-09-18,AJArabic,41,4718,10503
2017-09-19,AJArabic,48,5985,12858
2017-09-20,AJArabic,44,4395,9979
2017-09-21,AJArabic,44,4116,9797
2017-09-22,AJArabic,44,4007,9956
2017-09-23,AJArabic,48,4135,10096
2017-09-24,AJArabic,40,3294,7464
2017-09-25,AJArabic,61,7703,16359
2017-09-26,AJArabic,43,3446,9157
2017-09-27,AJArabic,43,3512,10031
2017-09-28,AJArabic,45,3495,9135
2017-09-29,AJArabic,49,4266,9682
2017-09-30,AJArabic,44,3986,9920
2017-10-01,AJArabic,49,3905,10947
2017-10-02,AJArabic,43,2802,7564
2017-10-03,AJArabic,47,3142,8217
2017-10-04,AJArabic,44,3339,9717
2017-10-05,AJArabic,45,4390,9753
2017-10-06,AJArabic,48,4835,10309
2017-10-07,AJArabic,48,2090,7260
2017-10-08,AJArabic,48,3668,9108
2017-10-09,AJArabic,49,4721,10700
2017-10-10,AJArabic,43,3100,8444
2017-10-11,AJArabic,47,2916,7911
2017-10-12,AJArabic,44,3815,9535
2017-10-13,AJArabic,40,3358,8896
2017-10-14,AJArabic,42,3224,8228
2017-10-15,AJArabic,45,3648,8900
2017-10-16,AJArabic,44,2195,6794
2017-10-17,AJArabic,44,2518,7526
2017-10-18,AJArabic,41,5584,13474
2017-10-19,AJArabic,43,4320,11438
2017-10-20,AJArabic,44,5161,11762
2017-10-21,AJArabic,47,3952,10576
2017-10-22,AJArabic,40,2954,7478
2017-10-23,AJArabic,43,5626,10318
2017-10-24,AJArabic,48,3517,8481
2017-10-25,AJArabic,48,2897,7863
2017-10-26,AJArabic,45,2514,6477
2017-10-27,AJArabic,48,3125,7876
2017-10-28,AJArabic,47,2549,8273
2017-10-29,AJArabic,44,2913,7211
2017-10-30,AJArabic,50,4484,9836
2017-10-31,AJArabic,46,2587,6372
2017-11-01,AJArabic,47,3816,9202
2017-11-02,AJArabic,46,2914,8106
2017-11-03,AJArabic,41,3008,7669
2017-11-04,AJArabic,46,2046,6923
2017-11-05,AJArabic,44,4392,12332
2017-11-06,AJArabic,49,4610,12133
2017-11-07,AJArabic,48,4946,12115
2017-11-08,AJArabic,49,5011,12314
2017-11-09,AJArabic,49,6508,11441
2017-11-10,AJArabic,44,3689,9255
2017-11-11,AJArabic,45,3016,8731
2017-11-12,AJArabic,39,1882,6405
2017-11-13,AJArabic,48,4705,11947
2017-11-14,AJArabic,47,3802,10170
2017-11-15,AJArabic,47,3033,8392
2017-11-16,AJArabic,42,2906,7959
2017-11-17,AJArabic,44,3916,9853
2017-11-18,AJArabic,44,3896,9500
2017-11-19,AJArabic,43,3518,8938
2017-11-20,AJArabic,44,2939,7689
2017-11-21,AJArabic,49,4411,10418
2017-11-22,AJArabic,43,2486,8281
